-4.050132555686752312e+03,-2.706230862218700349e+04,0.000000000000000000e+00
1.125391546638397267e+04,-7.409870844387449324e+03,0.000000000000000000e+00
-5.096943107966915704e+04,2.384742415447626263e+04,0.000000000000000000e+00
-6.851245063902984839e+04,2.256600230921525508e+04,0.000000000000000000e+00
-6.896169685856852448e+04,-6.894359606401994824e+02,0.000000000000000000e+00
-6.855129289078438887e+04,-2.301406849045213312e+04,0.000000000000000000e+00
-4.069335676452657208e+04,-1.757295517412479967e+04,0.000000000000000000e+00
3.920875495857093483e+03,2.937775453059002757e+02,0.000000000000000000e+00
-9.592882508507580496e+03,2.178827067651599646e+04,0.000000000000000000e+00
1.600227042775071459e+04,1.198671219052653760e+04,0.000000000000000000e+00
3.649128388758946676e+04,1.208744117010850459e+04,0.000000000000000000e+00
4.329317857217916753e+04,4.368046966185793281e+03,0.000000000000000000e+00
-2.662880250152794179e+04,-2.021993144434224814e+04,0.000000000000000000e+00
3.814233720525051467e+03,-1.040705261212680489e+04,0.000000000000000000e+00
-2.479517844377493020e+04,-1.116536418296862394e+04,0.000000000000000000e+00
1.550254099761252292e+04,-2.269653078385163099e+04,0.000000000000000000e+00
4.635649642713984940e+04,-2.568775241649989039e+04,0.000000000000000000e+00
6.693649572063988307e+04,-1.160334234512690455e+04,0.000000000000000000e+00
-2.439385012835776433e+04,3.782059278289787471e+03,0.000000000000000000e+00
-2.346102451673883479e+04,1.762640065756347030e+04,0.000000000000000000e+00
-1.780293957986379974e+04,2.763199064596090466e+04,0.000000000000000000e+00
3.681542339489253936e+04,-2.259002332708891481e+04,0.000000000000000000e+00
6.446655446914950153e+04,4.069289024209603667e+03,0.000000000000000000e+00
7.371866281486611115e+04,2.801369981682021171e+04,0.000000000000000000e+00
7.571828932687913766e+04,2.711470070352219045e+04,0.000000000000000000e+00
6.381639154617715394e+04,2.671736437028367072e+04,0.000000000000000000e+00
6.441153359621996060e+04,2.481984925283957273e+04,0.000000000000000000e+00
6.580665404722082894e+04,2.310808745497651398e+04,0.000000000000000000e+00
6.692137292310100747e+04,2.170882407451886684e+04,0.000000000000000000e+00
6.722086747736996040e+04,2.030738016263674945e+04,0.000000000000000000e+00
6.900948741252499167e+04,2.021985775406286120e+04,0.000000000000000000e+00
7.081699241390189854e+04,2.011337640997115523e+04,0.000000000000000000e+00
7.260571107404999202e+04,2.000666268790233880e+04,0.000000000000000000e+00
7.451757411679375218e+04,1.980815814900305122e+04,0.000000000000000000e+00
7.621990840459708124e+04,1.960792593724001199e+04,0.000000000000000000e+00
6.631695306633715518e+04,2.041578863067645580e+04,0.000000000000000000e+00
6.431839716539531946e+04,2.061414056877139956e+04,0.000000000000000000e+00
6.232108849465014646e+04,2.071940933036152273e+04,0.000000000000000000e+00
7.631490662614890607e+04,2.431153084404207766e+04,0.000000000000000000e+00
7.592062015719333431e+04,2.182071863492485136e+04,0.000000000000000000e+00
7.570757493662793422e+04,6.308835736063309014e+03,0.000000000000000000e+00
7.611674631044821581e+04,1.001710081955697387e+04,0.000000000000000000e+00
7.631806290418363642e+04,1.361426581051666290e+04,0.000000000000000000e+00
7.681637528282409767e+04,1.671397289908397943e+04,0.000000000000000000e+00
6.160827182681136765e+04,2.700682003934495151e+04,0.000000000000000000e+00
6.330881218621466542e+04,2.780499265455175191e+04,0.000000000000000000e+00
7.180790909938112600e+04,3.810526291098445654e+03,0.000000000000000000e+00
